show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,description
s1579,TV Show,Title_579,Anurag Kashyap,Japan,3/28/2016,2005,PG-13,8 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s1580,TV Show,Title_580,Anurag Kashyap,Japan,3/1/2015,2016,PG-13,7 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s1581,Movie,Title_581,Unknown,Japan,4/5/2024,2009,TV-G,176 min,Documentary,A documentary themed movie exploring unique stories.
s1582,TV Show,Title_582,Sanjay Leela Bhansali,South Korea,6/11/2016,2017,R,7 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s1583,TV Show,Title_583,Zoya Akhtar,Japan,1/12/2024,2021,TV-14,7 Seasons,Romance,A romance themed tv show exploring unique stories.
s1584,TV Show,Title_584,Sanjay Leela Bhansali,United States,10/20/2017,2017,TV-MA,2 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s1585,Movie,Title_585,Zoya Akhtar,Canada,11/26/2021,2002,TV-G,134 min,Action,A action themed movie exploring unique stories.
s1586,TV Show,Title_586,Sanjay Leela Bhansali,Canada,4/14/2019,2019,TV-14,4 Seasons,Romance,A romance themed tv show exploring unique stories.
s1587,Movie,Title_587,Sanjay Leela Bhansali,South Korea,9/5/2022,2020,PG,167 min,Comedy,A comedy themed movie exploring unique stories.
s1588,TV Show,Title_588,Raj Kumar,United States,9/30/2022,2024,PG-13,6 Seasons,Action,A action themed tv show exploring unique stories.
s1589,Movie,Title_589,Anurag Kashyap,United Kingdom,1/7/2018,2014,PG,84 min,Drama,A drama themed movie exploring unique stories.
s1590,Movie,Title_590,Sanjay Leela Bhansali,United Kingdom,3/8/2016,2014,PG-13,98 min,Thriller,A thriller themed movie exploring unique stories.
s1591,TV Show,Title_591,Unknown,Japan,3/22/2018,2003,PG-13,8 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s1592,Movie,Title_592,Sanjay Leela Bhansali,India,2/5/2016,2008,PG,116 min,Comedy,A comedy themed movie exploring unique stories.
s1593,TV Show,Title_593,Christopher Nolan,United Kingdom,3/4/2024,2018,PG,4 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s1594,TV Show,Title_594,Anurag Kashyap,India,10/5/2020,2023,TV-14,1 Seasons,Action,A action themed tv show exploring unique stories.
s1595,TV Show,Title_595,Christopher Nolan,Canada,5/9/2023,2016,TV-G,8 Seasons,Drama,A drama themed tv show exploring unique stories.
s1596,Movie,Title_596,Anurag Kashyap,India,2/11/2021,2010,TV-G,168 min,Romance,A romance themed movie exploring unique stories.
s1597,Movie,Title_597,Christopher Nolan,Canada,9/11/2021,2024,PG,158 min,Drama,A drama themed movie exploring unique stories.
s1598,TV Show,Title_598,Sanjay Leela Bhansali,United States,8/27/2016,2008,TV-14,5 Seasons,Action,A action themed tv show exploring unique stories.
s1599,TV Show,Title_599,Sanjay Leela Bhansali,United States,10/6/2022,2009,TV-G,7 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s1600,Movie,Title_600,Raj Kumar,South Korea,1/14/2021,2017,TV-14,118 min,Thriller,A thriller themed movie exploring unique stories.
s1601,TV Show,Title_601,Unknown,South Korea,12/16/2019,2019,TV-14,8 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s1602,TV Show,Title_602,Christopher Nolan,Japan,5/23/2024,2012,PG-13,4 Seasons,Romance,A romance themed tv show exploring unique stories.
s1603,TV Show,Title_603,Zoya Akhtar,United Kingdom,1/3/2019,2007,TV-G,8 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s1604,Movie,Title_604,Raj Kumar,Japan,3/21/2022,2006,TV-G,179 min,Thriller,A thriller themed movie exploring unique stories.
s1605,Movie,Title_605,Christopher Nolan,Canada,11/18/2021,2016,PG-13,122 min,Comedy,A comedy themed movie exploring unique stories.
s1606,Movie,Title_606,Christopher Nolan,Japan,10/29/2021,2020,PG,116 min,Thriller,A thriller themed movie exploring unique stories.
s1607,TV Show,Title_607,Raj Kumar,India,11/9/2019,2022,PG-13,6 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s1608,TV Show,Title_608,Sanjay Leela Bhansali,Canada,10/19/2022,2014,TV-G,3 Seasons,Drama,A drama themed tv show exploring unique stories.
s1609,TV Show,Title_609,Christopher Nolan,South Korea,9/29/2024,2019,TV-G,8 Seasons,Action,A action themed tv show exploring unique stories.
s1610,Movie,Title_610,Sanjay Leela Bhansali,United States,4/3/2019,2014,PG,141 min,Comedy,A comedy themed movie exploring unique stories.
s1611,TV Show,Title_611,Raj Kumar,South Korea,1/1/2018,2000,PG-13,4 Seasons,Romance,A romance themed tv show exploring unique stories.
s1612,TV Show,Title_612,Sanjay Leela Bhansali,United Kingdom,7/17/2017,2024,TV-MA,7 Seasons,Drama,A drama themed tv show exploring unique stories.
s1613,TV Show,Title_613,Anurag Kashyap,Canada,5/5/2020,2013,TV-MA,3 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s1614,TV Show,Title_614,Zoya Akhtar,Canada,5/27/2020,2004,PG,7 Seasons,Drama,A drama themed tv show exploring unique stories.
s1615,Movie,Title_615,Christopher Nolan,India,8/26/2020,2010,PG-13,170 min,Romance,A romance themed movie exploring unique stories.
s1616,Movie,Title_616,Unknown,United Kingdom,4/4/2019,2015,PG-13,173 min,Comedy,A comedy themed movie exploring unique stories.
s1617,TV Show,Title_617,Zoya Akhtar,United States,8/10/2022,2001,TV-14,7 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s1618,Movie,Title_618,Sanjay Leela Bhansali,Canada,11/22/2015,2007,TV-G,81 min,Documentary,A documentary themed movie exploring unique stories.
s1619,Movie,Title_619,Christopher Nolan,Canada,9/21/2017,2010,R,153 min,Romance,A romance themed movie exploring unique stories.
s1620,TV Show,Title_620,Sanjay Leela Bhansali,India,9/4/2016,2017,PG,7 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s1621,TV Show,Title_621,Anurag Kashyap,Japan,2/6/2022,2002,R,5 Seasons,Romance,A romance themed tv show exploring unique stories.
s1622,Movie,Title_622,Raj Kumar,United States,8/18/2016,2000,R,106 min,Thriller,A thriller themed movie exploring unique stories.
s1623,TV Show,Title_623,Christopher Nolan,South Korea,7/9/2017,2010,PG,8 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s1624,Movie,Title_624,Anurag Kashyap,United Kingdom,4/21/2017,2015,PG-13,72 min,Thriller,A thriller themed movie exploring unique stories.
s1625,TV Show,Title_625,Anurag Kashyap,Canada,5/10/2018,2017,PG,3 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s1626,Movie,Title_626,Christopher Nolan,Canada,12/10/2015,2015,R,73 min,Comedy,A comedy themed movie exploring unique stories.
s1627,TV Show,Title_627,Sanjay Leela Bhansali,South Korea,2/20/2020,2022,TV-G,6 Seasons,Action,A action themed tv show exploring unique stories.
s1628,Movie,Title_628,Unknown,United States,11/3/2024,2009,TV-G,135 min,Comedy,A comedy themed movie exploring unique stories.
s1629,Movie,Title_629,Anurag Kashyap,Japan,5/8/2017,2017,TV-G,177 min,Thriller,A thriller themed movie exploring unique stories.
s1630,Movie,Title_630,Zoya Akhtar,Canada,11/24/2018,2005,PG-13,174 min,Action,A action themed movie exploring unique stories.
s1631,TV Show,Title_631,Anurag Kashyap,United States,1/3/2024,2018,TV-MA,7 Seasons,Action,A action themed tv show exploring unique stories.
s1632,Movie,Title_632,Unknown,South Korea,3/20/2016,2003,PG,137 min,Comedy,A comedy themed movie exploring unique stories.
s1633,Movie,Title_633,Sanjay Leela Bhansali,India,11/24/2019,2012,TV-G,97 min,Romance,A romance themed movie exploring unique stories.
s1634,TV Show,Title_634,Sanjay Leela Bhansali,Japan,8/10/2015,2023,PG,6 Seasons,Romance,A romance themed tv show exploring unique stories.
s1635,TV Show,Title_635,Zoya Akhtar,United Kingdom,6/16/2024,2013,TV-G,5 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s1636,Movie,Title_636,Anurag Kashyap,Canada,8/14/2016,2002,PG-13,61 min,Action,A action themed movie exploring unique stories.
s1637,Movie,Title_637,Sanjay Leela Bhansali,United States,10/27/2017,2009,TV-MA,120 min,Comedy,A comedy themed movie exploring unique stories.
s1638,TV Show,Title_638,Unknown,India,7/19/2018,2005,TV-MA,6 Seasons,Romance,A romance themed tv show exploring unique stories.
s1639,TV Show,Title_639,Christopher Nolan,United Kingdom,10/14/2017,2000,TV-G,7 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s1640,TV Show,Title_640,Raj Kumar,United States,8/25/2020,2022,PG-13,6 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s1641,TV Show,Title_641,Raj Kumar,United States,12/18/2018,2023,TV-14,7 Seasons,Action,A action themed tv show exploring unique stories.
s1642,TV Show,Title_642,Raj Kumar,United Kingdom,8/7/2020,2013,PG,1 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s1643,Movie,Title_643,Anurag Kashyap,India,6/7/2016,2007,PG,89 min,Action,A action themed movie exploring unique stories.
s1644,TV Show,Title_644,Zoya Akhtar,South Korea,10/21/2022,2018,R,1 Seasons,Drama,A drama themed tv show exploring unique stories.
s1645,Movie,Title_645,Sanjay Leela Bhansali,India,8/30/2020,2013,PG-13,74 min,Romance,A romance themed movie exploring unique stories.
s1646,Movie,Title_646,Christopher Nolan,Japan,3/25/2021,2009,R,153 min,Romance,A romance themed movie exploring unique stories.
s1647,Movie,Title_647,Unknown,Canada,5/14/2023,2016,TV-G,119 min,Romance,A romance themed movie exploring unique stories.
s1648,TV Show,Title_648,Christopher Nolan,United Kingdom,12/14/2019,2008,R,3 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s1649,Movie,Title_649,Unknown,South Korea,8/4/2018,2005,TV-MA,130 min,Comedy,A comedy themed movie exploring unique stories.
s1650,Movie,Title_650,Anurag Kashyap,United Kingdom,10/27/2022,2010,PG,123 min,Action,A action themed movie exploring unique stories.
s1651,TV Show,Title_651,Raj Kumar,United Kingdom,10/11/2023,2024,R,3 Seasons,Romance,A romance themed tv show exploring unique stories.
s1652,Movie,Title_652,Anurag Kashyap,India,7/30/2018,2006,TV-MA,66 min,Drama,A drama themed movie exploring unique stories.
s1653,Movie,Title_653,Zoya Akhtar,Canada,9/17/2021,2016,PG-13,117 min,Romance,A romance themed movie exploring unique stories.
s1654,TV Show,Title_654,Zoya Akhtar,Japan,12/25/2017,2000,R,7 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s1655,Movie,Title_655,Unknown,United States,7/31/2019,2021,TV-G,166 min,Comedy,A comedy themed movie exploring unique stories.
s1656,Movie,Title_656,Sanjay Leela Bhansali,United States,3/12/2016,2004,TV-G,133 min,Comedy,A comedy themed movie exploring unique stories.
s1657,Movie,Title_657,Sanjay Leela Bhansali,United Kingdom,4/8/2017,2008,TV-G,145 min,Action,A action themed movie exploring unique stories.
s1658,TV Show,Title_658,Unknown,Canada,3/1/2023,2017,PG,4 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s1659,TV Show,Title_659,Zoya Akhtar,South Korea,9/16/2015,2023,R,5 Seasons,Action,A action themed tv show exploring unique stories.
s1660,TV Show,Title_660,Zoya Akhtar,India,6/26/2020,2020,PG-13,1 Seasons,Romance,A romance themed tv show exploring unique stories.
s1661,Movie,Title_661,Zoya Akhtar,Canada,6/12/2020,2001,R,163 min,Documentary,A documentary themed movie exploring unique stories.
s1662,Movie,Title_662,Anurag Kashyap,Canada,4/13/2015,2010,PG,95 min,Drama,A drama themed movie exploring unique stories.
s1663,TV Show,Title_663,Zoya Akhtar,India,9/19/2017,2005,TV-MA,7 Seasons,Action,A action themed tv show exploring unique stories.
s1664,Movie,Title_664,Christopher Nolan,United Kingdom,12/17/2024,2007,PG,153 min,Thriller,A thriller themed movie exploring unique stories.
s1665,Movie,Title_665,Raj Kumar,Canada,2/7/2017,2003,TV-G,149 min,Action,A action themed movie exploring unique stories.
s1666,TV Show,Title_666,Zoya Akhtar,United States,1/29/2018,2017,TV-MA,8 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s1667,TV Show,Title_667,Unknown,India,5/6/2018,2010,TV-G,8 Seasons,Romance,A romance themed tv show exploring unique stories.
s1668,Movie,Title_668,Raj Kumar,South Korea,10/31/2022,2004,TV-14,127 min,Romance,A romance themed movie exploring unique stories.
s1669,Movie,Title_669,Anurag Kashyap,Japan,3/23/2021,2014,PG,82 min,Romance,A romance themed movie exploring unique stories.
s1670,Movie,Title_670,Unknown,United Kingdom,3/10/2023,2017,PG,148 min,Romance,A romance themed movie exploring unique stories.
s1671,TV Show,Title_671,Raj Kumar,India,11/15/2021,2001,PG-13,1 Seasons,Romance,A romance themed tv show exploring unique stories.
s1672,TV Show,Title_672,Unknown,Japan,8/25/2015,2021,R,3 Seasons,Romance,A romance themed tv show exploring unique stories.
s1673,TV Show,Title_673,Anurag Kashyap,Japan,6/25/2023,2010,TV-MA,7 Seasons,Drama,A drama themed tv show exploring unique stories.
s1674,TV Show,Title_674,Christopher Nolan,South Korea,2/18/2018,2024,TV-MA,3 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s1675,Movie,Title_675,Anurag Kashyap,Canada,12/28/2021,2012,PG-13,99 min,Romance,A romance themed movie exploring unique stories.
s1676,TV Show,Title_676,Anurag Kashyap,South Korea,11/28/2023,2003,PG-13,3 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s1677,TV Show,Title_677,Unknown,Canada,11/1/2022,2021,R,2 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s1678,TV Show,Title_678,Sanjay Leela Bhansali,Canada,2/5/2017,2006,TV-G,8 Seasons,Romance,A romance themed tv show exploring unique stories.
s1679,TV Show,Title_679,Zoya Akhtar,India,5/5/2022,2010,R,1 Seasons,Action,A action themed tv show exploring unique stories.
s1680,TV Show,Title_680,Zoya Akhtar,India,11/23/2024,2021,PG,2 Seasons,Romance,A romance themed tv show exploring unique stories.
s1681,Movie,Title_681,Christopher Nolan,United Kingdom,4/9/2024,2023,TV-G,75 min,Comedy,A comedy themed movie exploring unique stories.
s1682,Movie,Title_682,Christopher Nolan,Canada,9/17/2017,2003,TV-14,66 min,Drama,A drama themed movie exploring unique stories.
s1683,TV Show,Title_683,Zoya Akhtar,Japan,4/19/2022,2014,R,5 Seasons,Action,A action themed tv show exploring unique stories.
s1684,Movie,Title_684,Sanjay Leela Bhansali,United States,10/26/2019,2000,PG-13,124 min,Action,A action themed movie exploring unique stories.
s1685,TV Show,Title_685,Zoya Akhtar,United Kingdom,5/9/2021,2022,TV-G,8 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s1686,TV Show,Title_686,Sanjay Leela Bhansali,India,3/29/2021,2002,R,2 Seasons,Romance,A romance themed tv show exploring unique stories.
s1687,Movie,Title_687,Christopher Nolan,South Korea,7/23/2024,2013,TV-MA,146 min,Drama,A drama themed movie exploring unique stories.
s1688,Movie,Title_688,Raj Kumar,United Kingdom,9/16/2022,2005,TV-14,109 min,Action,A action themed movie exploring unique stories.
s1689,TV Show,Title_689,Unknown,United Kingdom,8/14/2024,2017,PG,8 Seasons,Drama,A drama themed tv show exploring unique stories.
s1690,TV Show,Title_690,Christopher Nolan,United Kingdom,5/10/2016,2024,TV-MA,3 Seasons,Action,A action themed tv show exploring unique stories.
s1691,TV Show,Title_691,Christopher Nolan,United Kingdom,11/13/2017,2000,TV-MA,8 Seasons,Romance,A romance themed tv show exploring unique stories.
s1692,Movie,Title_692,Anurag Kashyap,United States,9/16/2023,2005,TV-14,71 min,Documentary,A documentary themed movie exploring unique stories.
s1693,TV Show,Title_693,Anurag Kashyap,South Korea,9/23/2019,2005,PG,6 Seasons,Action,A action themed tv show exploring unique stories.
s1694,TV Show,Title_694,Anurag Kashyap,South Korea,12/24/2021,2020,PG-13,8 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s1695,TV Show,Title_695,Unknown,South Korea,9/3/2020,2015,TV-G,4 Seasons,Action,A action themed tv show exploring unique stories.
s1696,Movie,Title_696,Anurag Kashyap,Canada,12/3/2023,2004,PG,149 min,Thriller,A thriller themed movie exploring unique stories.
s1697,TV Show,Title_697,Sanjay Leela Bhansali,Japan,5/24/2021,2016,R,8 Seasons,Romance,A romance themed tv show exploring unique stories.
s1698,TV Show,Title_698,Zoya Akhtar,South Korea,12/4/2015,2009,TV-MA,3 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s1699,Movie,Title_699,Raj Kumar,United Kingdom,4/21/2020,2020,R,167 min,Documentary,A documentary themed movie exploring unique stories.
s1700,TV Show,Title_700,Christopher Nolan,United Kingdom,7/6/2023,2017,PG-13,4 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s1701,TV Show,Title_701,Sanjay Leela Bhansali,South Korea,12/23/2019,2006,R,3 Seasons,Romance,A romance themed tv show exploring unique stories.
s1702,Movie,Title_702,Raj Kumar,South Korea,5/17/2015,2002,PG,78 min,Comedy,A comedy themed movie exploring unique stories.
s1703,TV Show,Title_703,Sanjay Leela Bhansali,United Kingdom,12/30/2021,2012,R,7 Seasons,Romance,A romance themed tv show exploring unique stories.
s1704,Movie,Title_704,Sanjay Leela Bhansali,Canada,3/24/2021,2014,PG-13,74 min,Comedy,A comedy themed movie exploring unique stories.
s1705,Movie,Title_705,Christopher Nolan,India,11/16/2015,2019,PG-13,175 min,Documentary,A documentary themed movie exploring unique stories.
s1706,TV Show,Title_706,Zoya Akhtar,India,2/7/2020,2018,PG-13,3 Seasons,Thriller,A thriller themed tv show exploring unique stories.
